ZIP CODE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Out of State,1,0,0,2,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
California Resident,268,235,228,166,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
Blank/Invalid,0,0,0,1,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
California Resident,1012,1092,1196,1174,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Out of State,8,7,8,7,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Blank/Invalid,2,0,0,1,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
California Resident,91,69,38,39,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Out of State,0,1,0,1,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
California Resident,437,389,324,305,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
California Resident,2004,1920,2191,1881,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Out of State,2,3,0,4,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Unknown,14,7,5,2,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Blank/Invalid,0,2,16,15,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
California Resident,5996,5187,5598,5892,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Out of State,119,62,68,75,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Does Not Reside in US,1,0,1,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Unknown,15,3,3,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Blank/Invalid,0,1,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
California Resident,1056,922,889,1004,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
Out of State,21,16,8,13,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
California Resident,1345,1353,1313,1380,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
Out of State,2,0,0,7,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
Unknown,0,0,1,1,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
Blank/Invalid,2,1,1,2,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
California Resident,11,4,2,17,HUNTINGTON BEACH HOSPITAL #301209,Ambulatory Surgery
California Resident,2028,2036,2195,2423,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Out of State,15,11,10,25,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Does Not Reside in US,3,0,2,2,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Blank/Invalid,0,1,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
California Resident,485,544,585,524,INDIO SURGERY CENTER INC. #334578,Ambulatory Surgery
Out of State,0,1,0,0,INDIO SURGERY CENTER INC. #334578,Ambulatory Surgery
Blank/Invalid,3,0,0,3,INDIO SURGERY CENTER INC. #334578,Ambulatory Surgery
California Resident,20,16,17,20,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Ambulatory Surgery
California Resident,840,855,881,853,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Ambulatory Surgery
Out of State,11,3,3,4,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Ambulatory Surgery
Blank/Invalid,0,0,2,0,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Ambulatory Surgery
California Resident,1701,1726,1738,1749,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Out of State,8,4,12,7,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Unknown,1,0,0,1,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
California Resident,1625,1679,1755,1753,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Out of State,9,4,8,5,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Does Not Reside in US,0,1,0,0,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
California Resident,1864,1957,1940,1957,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
Out of State,0,3,2,1,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
California Resident,1677,1707,1643,1664,KAISER FOUNDATION HOSPITAL - ANTIOCH  #074097,Ambulatory Surgery
Out of State,1,0,0,1,KAISER FOUNDATION HOSPITAL - ANTIOCH  #074097,Ambulatory Surgery
Blank/Invalid,0,0,1,1,KAISER FOUNDATION HOSPITAL - ANTIOCH  #074097,Ambulatory Surgery
California Resident,6708,6733,6734,6667,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Out of State,5,6,1,4,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Unknown,1,0,0,0,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
California Resident,4287,4422,4387,4371,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Ambulatory Surgery
Out of State,4,2,1,2,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Ambulatory Surgery
Unknown,2,1,2,2,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Ambulatory Surgery
California Resident,6990,7044,7043,7312,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Ambulatory Surgery
Out of State,10,4,7,5,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Ambulatory Surgery
Unknown,0,1,0,0,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Ambulatory Surgery
Blank/Invalid,1,1,0,0,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Ambulatory Surgery
California Resident,3072,3338,3230,3310,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Ambulatory Surgery
Out of State,2,1,1,1,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Ambulatory Surgery
California Resident,5178,5193,5133,5073,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Ambulatory Surgery
Out of State,4,3,6,3,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Ambulatory Surgery
Unknown,1,1,1,1,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Ambulatory Surgery
Blank/Invalid,1,0,0,0,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Ambulatory Surgery
California Resident,3550,3652,3690,3553,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
Out of State,7,2,3,0,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
California Resident,2413,2435,2453,2455,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
Out of State,2,1,4,0,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
California Resident,5371,5839,5820,5615,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
Out of State,6,4,4,6,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
Unknown,1,0,0,1,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
Blank/Invalid,0,0,2,0,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
California Resident,5482,5778,5768,5694,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
Out of State,6,8,6,9,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
Unknown,0,1,0,1,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
Blank/Invalid,1,0,0,0,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
California Resident,2129,2193,2185,2179,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
Out of State,3,1,4,0,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
Unknown,1,0,0,0,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
California Resident,2003,2115,2101,1967,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
Out of State,1,0,2,1,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
Blank/Invalid,1,0,0,0,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
California Resident,1247,1331,1279,1241,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
Out of State,0,1,1,3,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
California Resident,1721,1839,1796,1717,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
Out of State,1,3,0,3,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
Unknown,0,0,1,0,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
California Resident,3965,4217,3974,4110,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
Out of State,5,4,7,2,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
California Resident,3725,3920,3826,3809,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
Out of State,1,6,4,3,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
Unknown,0,0,1,1,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
Blank/Invalid,0,1,0,0,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
California Resident,6105,6031,5515,5627,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
Out of State,9,14,7,9,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
Blank/Invalid,0,1,0,0,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
California Resident,4220,4257,4153,3943,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
Out of State,6,8,3,4,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
Blank/Invalid,0,1,0,1,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
California Resident,2854,2894,2826,2752,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
Out of State,5,6,2,3,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
California Resident,2782,2904,3165,2990,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
Out of State,1,2,1,1,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
California Resident,2267,2337,2147,2163,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
Out of State,2,4,2,3,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
California Resident,1182,1217,1191,1174,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
Out of State,1,0,0,1,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
Unknown,0,1,0,0,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
Blank/Invalid,0,1,0,0,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
California Resident,4276,4440,4405,4414,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
Out of State,4,4,7,3,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
Blank/Invalid,0,2,0,0,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
California Resident,3883,4096,4108,4081,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
Out of State,7,4,2,1,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
Blank/Invalid,0,1,1,1,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
California Resident,4717,4675,4470,4653,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
Out of State,3,3,8,6,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
Unknown,0,1,1,2,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
California Resident,2691,2674,2853,2820,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
Out of State,1,1,1,2,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
Blank/Invalid,0,1,1,0,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
California Resident,1200,1209,1215,1145,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
Out of State,1,2,1,0,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
California Resident,2160,2243,2357,2296,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
Out of State,1,0,1,3,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
Blank/Invalid,0,0,1,0,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
California Resident,3308,3478,3390,3203,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
Out of State,3,3,6,4,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
Blank/Invalid,2,0,0,1,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
California Resident,2497,2473,2495,2497,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
Out of State,2,8,2,3,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
Unknown,1,0,0,0,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
Blank/Invalid,0,1,0,0,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
California Resident,3177,3198,3013,2999,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
Out of State,5,2,4,3,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
Unknown,1,0,1,0,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
Blank/Invalid,1,0,0,0,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
California Resident,19,304,419,742,"KAISER FOUNDATION HOSPITALS, AMBULATORY SURGERY CENTER, ANTE #190024",Ambulatory Surgery
California Resident,2642,2569,2323,2481,KAWEAH HEALTH MEDICAL CENTER #540734,Ambulatory Surgery
Out of State,6,4,2,6,KAWEAH HEALTH MEDICAL CENTER #540734,Ambulatory Surgery
California Resident,5890,6001,6335,5860,KECK HOSPITAL OF USC #194219,Ambulatory Surgery
Out of State,136,142,112,116,KECK HOSPITAL OF USC #194219,Ambulatory Surgery
Does Not Reside in US,3,1,1,1,KECK HOSPITAL OF USC #194219,Ambulatory Surgery
California Resident,1092,1089,1152,1065,KERN MEDICAL CENTER #150736,Ambulatory Surgery
Out of State,0,0,1,1,KERN MEDICAL CENTER #150736,Ambulatory Surgery
California Resident,544,606,638,725,"KERN MEDICAL SURGERY CENTER, LLC. #150421",Ambulatory Surgery
Out of State,3,0,1,0,"KERN MEDICAL SURGERY CENTER, LLC. #150421",Ambulatory Surgery
Does Not Reside in US,24,0,0,0,"KERN MEDICAL SURGERY CENTER, LLC. #150421",Ambulatory Surgery
California Resident,2,2,,,KERN VALLEY HEALTHCARE DISTRICT #150737,Ambulatory Surgery
California Resident,111,97,104,88,L.A. DOWNTOWN MEDICAL CENTER #190661,Ambulatory Surgery
Out of State,0,0,0,1,L.A. DOWNTOWN MEDICAL CENTER #190661,Ambulatory Surgery
California Resident,24,15,20,11,LA PALMA INTERCOMMUNITY HOSPITAL #301234,Ambulatory Surgery
Out of State,0,0,1,0,LA PALMA INTERCOMMUNITY HOSPITAL #301234,Ambulatory Surgery
California Resident,1749,1696,1812,1696,LAC/HARBOR-UCLA MEDICAL CENTER #191227,Ambulatory Surgery
Out of State,2,0,1,2,LAC/HARBOR-UCLA MEDICAL CENTER #191227,Ambulatory Surgery
Unknown,4,2,2,5,LAC/HARBOR-UCLA MEDICAL CENTER #191227,Ambulatory Surgery
California Resident,273,293,276,265,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER #191306,Ambulatory Surgery
California Resident,1056,1375,1273,1274,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL #364502,Ambulatory Surgery
Out of State,4,3,3,10,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL #364502,Ambulatory Surgery
Does Not Reside in US,0,2,0,0,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL #364502,Ambulatory Surgery
Unknown,0,1,1,1,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL #364502,Ambulatory Surgery
California Resident,6478,6424,6166,6324,LOMA LINDA UNIVERSITY MEDICAL CENTER #361246,Ambulatory Surgery
Out of State,59,46,33,39,LOMA LINDA UNIVERSITY MEDICAL CENTER #361246,Ambulatory Surgery
Unknown,1,1,1,1,LOMA LINDA UNIVERSITY MEDICAL CENTER #361246,Ambulatory Surgery
California Resident,1081,1207,1159,1125,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA #334589,Ambulatory Surgery
Out of State,13,7,6,5,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA #334589,Ambulatory Surgery
California Resident,910,996,936,987,LOMPOC VALLEY MEDICAL CENTER #420491,Ambulatory Surgery
Out of State,1,6,4,2,LOMPOC VALLEY MEDICAL CENTER #420491,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,LOMPOC VALLEY MEDICAL CENTER #420491,Ambulatory Surgery
California Resident,48,61,69,67,LOS ANGELES COMMUNITY HOSPITAL #190198,Ambulatory Surgery
California Resident,1685,1682,1795,1731,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Ambulatory Surgery
Out of State,1,0,0,0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Ambulatory Surgery
Unknown,1,6,6,0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Ambulatory Surgery
California Resident,3054,3123,2975,3077,LOS ANGELES GENERAL MEDICAL CENTER #191228,Ambulatory Surgery
Out of State,2,3,1,3,LOS ANGELES GENERAL MEDICAL CENTER #191228,Ambulatory Surgery
Unknown,5,8,7,8,LOS ANGELES GENERAL MEDICAL CENTER #191228,Ambulatory Surgery
California Resident,1968,2069,1927,1947,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Ambulatory Surgery
Out of State,25,18,24,22,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Ambulatory Surgery
Unknown,1,0,0,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Ambulatory Surgery
Blank/Invalid,4,0,1,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Ambulatory Surgery
California Resident,2531,2683,2868,2627,LUCILE PACKARD CHILDREN'S HOSPITAL STANFORD #434040,Ambulatory Surgery
Out of State,116,109,119,65,LUCILE PACKARD CHILDREN'S HOSPITAL STANFORD #434040,Ambulatory Surgery
Does Not Reside in US,5,3,1,4,LUCILE PACKARD CHILDREN'S HOSPITAL STANFORD #434040,Ambulatory Surgery
California Resident,710,657,635,744,MAD RIVER COMMUNITY HOSPITAL #121002,Ambulatory Surgery
Out of State,2,1,1,5,MAD RIVER COMMUNITY HOSPITAL #121002,Ambulatory Surgery
California Resident,404,458,424,459,MAMMOTH HOSPITAL #260011,Ambulatory Surgery
Out of State,10,6,11,13,MAMMOTH HOSPITAL #260011,Ambulatory Surgery
Does Not Reside in US,2,0,1,0,MAMMOTH HOSPITAL #260011,Ambulatory Surgery
Unknown,0,0,0,1,MAMMOTH HOSPITAL #260011,Ambulatory Surgery
Blank/Invalid,1,0,0,0,MAMMOTH HOSPITAL #260011,Ambulatory Surgery
California Resident,2196,1886,1901,1841,MARIAN REGIONAL MEDICAL CENTER #420493,Ambulatory Surgery
Out of State,7,4,4,4,MARIAN REGIONAL MEDICAL CENTER #420493,Ambulatory Surgery
Unknown,17,8,8,8,MARIAN REGIONAL MEDICAL CENTER #420493,Ambulatory Surgery
Blank/Invalid,0,3,0,0,MARIAN REGIONAL MEDICAL CENTER #420493,Ambulatory Surgery
California Resident,403,257,299,357,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE #400466",Ambulatory Surgery
Out of State,1,0,1,0,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE #400466",Ambulatory Surgery
California Resident,2284,2546,2589,2533,MARINHEALTH MEDICAL CENTER #211006,Ambulatory Surgery
Out of State,22,12,19,9,MARINHEALTH MEDICAL CENTER #211006,Ambulatory Surgery
Unknown,2,0,0,0,MARINHEALTH MEDICAL CENTER #211006,Ambulatory Surgery
Blank/Invalid,0,1,0,0,MARINHEALTH MEDICAL CENTER #211006,Ambulatory Surgery
California Resident,483,560,584,637,MARK TWAIN MEDICAL CENTER #050932,Ambulatory Surgery
Out of State,0,1,1,0,MARK TWAIN MEDICAL CENTER #050932,Ambulatory Surgery
California Resident,1734,1778,1720,1792,MARSHALL MEDICAL CENTER #090933,Ambulatory Surgery
Out of State,3,5,5,4,MARSHALL MEDICAL CENTER #090933,Ambulatory Surgery
Blank/Invalid,1,3,0,0,MARSHALL MEDICAL CENTER #090933,Ambulatory Surgery
California Resident,813,817,812,900,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
Does Not Reside in US,0,0,1,0,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
Unknown,1,1,2,0,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
California Resident,10,53,29,43,MAYERS MEMORIAL HOSPITAL #450936,Ambulatory Surgery
Out of State,0,0,0,1,MAYERS MEMORIAL HOSPITAL #450936,Ambulatory Surgery
California Resident,204,218,195,187,MEMORIAL HOSPITAL LOS BANOS #240924,Ambulatory Surgery
Out of State,0,0,0,2,MEMORIAL HOSPITAL LOS BANOS #240924,Ambulatory Surgery
California Resident,287,261,255,254,MEMORIAL HOSPITAL OF GARDENA #190521,Ambulatory Surgery
California Resident,4219,4630,4828,4997,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
Out of State,6,8,5,4,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
Unknown,1,2,0,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
California Resident,1621,1607,1728,1687,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
Out of State,6,1,3,1,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
California Resident,787,735,937,854,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
Out of State,5,1,2,0,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
California Resident,1767,1752,1867,1875,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Out of State,9,6,11,11,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
California Resident,1225,1116,1183,1173,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Out of State,8,7,4,8,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
California Resident,5,44,36,63,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
California Resident,2659,2681,2665,2562,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Out of State,11,7,12,12,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Does Not Reside in US,1,0,1,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Unknown,0,0,15,1,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Blank/Invalid,8,0,2,4,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
California Resident,1532,1811,1583,1692,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Out of State,2,2,4,5,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Unknown,0,1,0,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
California Resident,408,364,343,447,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Out of State,0,0,2,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
California Resident,1149,1101,1217,1246,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Out of State,3,0,1,2,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Unknown,0,0,2,4,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Blank/Invalid,2,0,2,0,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
California Resident,1924,2039,2085,2090,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Out of State,3,9,5,9,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Unknown,0,1,0,3,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
California Resident,422,409,405,387,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Out of State,6,6,7,5,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Blank/Invalid,0,0,1,0,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
California Resident,1275,1344,1373,1346,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Out of State,4,2,1,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Blank/Invalid,0,1,0,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
California Resident,1003,1125,1123,1055,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Out of State,2,1,1,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
California Resident,2813,2808,2877,2922,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Out of State,17,12,9,21,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Does Not Reside in US,0,1,0,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Unknown,0,0,1,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Blank/Invalid,0,0,1,0,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
California Resident,146,169,162,176,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
